load_level,ablation_variant,metric,mean,std,count,ci95_low,ci95_high
high,without_resource_awareness,generated_tasks,7.001800,0.039874,50,6.990748,7.012852
high,without_resource_awareness,completed_tasks,3.835880,0.092376,50,3.810275,3.861485
high,without_resource_awareness,attempted_interactions,6.518960,0.103627,50,6.490236,6.547684
high,without_resource_awareness,successful_cooperations,3.835880,0.092376,50,3.810275,3.861485
high,without_resource_awareness,failed_interactions,2.683080,0.074709,50,2.662372,2.703788
high,without_resource_awareness,blocked_privacy_interactions,0.482520,0.091235,50,0.457231,0.507809
high,without_resource_awareness,cooperation_rate,0.588173,0.010563,50,0.585245,0.591101
high,without_resource_awareness,task_completion_ratio,0.547819,0.013034,50,0.544206,0.551432
high,without_resource_awareness,reliability_score,0.547853,0.013021,50,0.544244,0.551462
high,without_resource_awareness,resource_efficiency,0.531704,0.012531,50,0.528231,0.535177
high,without_resource_awareness,fairness_index,0.867913,0.014247,50,0.863964,0.871862
high,without_resource_awareness,trust_stability_index,0.735439,0.007705,50,0.733303,0.737574
high,without_resource_awareness,privacy_exposure_risk,0.495478,0.005819,50,0.493865,0.497091
high,without_resource_awareness,candidate_privacy_risk,0.552704,0.003582,50,0.551711,0.553697
high,without_resource_awareness,accepted_privacy_exposure,0.495478,0.005819,50,0.493865,0.497091
high,without_resource_awareness,avg_trust,0.418350,0.007111,50,0.416379,0.420321
high,without_resource_awareness,trust_variance,0.066140,0.001926,50,0.065606,0.066674
high,without_resource_awareness,avg_preference,0.534236,0.005846,50,0.532616,0.535857
high,without_resource_awareness,avg_reciprocity,0.499258,0.014106,50,0.495348,0.503169
high,without_resource_awareness,avg_privacy_risk,0.456903,0.009187,50,0.454357,0.459450
high,without_resource_awareness,avg_total_utility,0.610490,0.002945,50,0.609674,0.611306
high,without_resource_awareness,avg_system_utility,0.652875,0.001459,50,0.652470,0.653279
high,without_resource_awareness,avg_social_utility,0.668385,0.005978,50,0.666728,0.670042
high,without_resource_awareness,avg_resource_utility,0.500000,0.000000,50,0.500000,0.500000
high,without_resource_awareness,avg_privacy_utility,0.504522,0.005819,50,0.502909,0.506135
high,without_resource_awareness,avg_incentive_utility,0.679113,0.004832,50,0.677773,0.680452
high,without_resource_awareness,energy_consumed,0.060264,0.001051,50,0.059972,0.060555
high,without_resource_awareness,bandwidth_consumed,0.255415,0.004552,50,0.254154,0.256677
high,without_resource_awareness,compute_consumed,0.341502,0.005980,50,0.339844,0.343159
high,without_resource_awareness,throughput_mbps,30.687040,0.739007,50,30.482198,30.891882
high,without_resource_awareness,packet_delivery_ratio,0.588173,0.010563,50,0.585245,0.591101
high,without_resource_awareness,e2e_delay_ms,95.770508,0.707571,50,95.574379,95.966636
high,without_resource_awareness,active_nodes,49.994920,0.008371,50,49.992600,49.997240
low,without_resource_awareness,generated_tasks,1.498280,0.024139,50,1.491589,1.504971
low,without_resource_awareness,completed_tasks,1.011800,0.030394,50,1.003375,1.020225
low,without_resource_awareness,attempted_interactions,1.494440,0.024592,50,1.487623,1.501257
low,without_resource_awareness,successful_cooperations,1.011800,0.030394,50,1.003375,1.020225
low,without_resource_awareness,failed_interactions,0.482640,0.027846,50,0.474921,0.490359
low,without_resource_awareness,blocked_privacy_interactions,0.003840,0.003914,50,0.002755,0.004925
low,without_resource_awareness,cooperation_rate,0.677820,0.019599,50,0.672388,0.683252
low,without_resource_awareness,task_completion_ratio,0.676900,0.019771,50,0.671420,0.682380
low,without_resource_awareness,reliability_score,0.676900,0.019771,50,0.671420,0.682380
low,without_resource_awareness,resource_efficiency,0.664069,0.019396,50,0.658693,0.669445
low,without_resource_awareness,fairness_index,0.733676,0.028813,50,0.725690,0.741663
low,without_resource_awareness,trust_stability_index,0.782224,0.005432,50,0.780719,0.783730
low,without_resource_awareness,privacy_exposure_risk,0.343689,0.009187,50,0.341143,0.346235
low,without_resource_awareness,candidate_privacy_risk,0.405681,0.009126,50,0.403151,0.408210
low,without_resource_awareness,accepted_privacy_exposure,0.343689,0.009187,50,0.341143,0.346235
low,without_resource_awareness,avg_trust,0.517903,0.007621,50,0.515791,0.520016
low,without_resource_awareness,trust_variance,0.054444,0.001358,50,0.054067,0.054820
low,without_resource_awareness,avg_preference,0.568060,0.006644,50,0.566218,0.569901
low,without_resource_awareness,avg_reciprocity,0.555583,0.017906,50,0.550619,0.560546
low,without_resource_awareness,avg_privacy_risk,0.343178,0.009064,50,0.340665,0.345690
low,without_resource_awareness,avg_total_utility,0.662569,0.004693,50,0.661268,0.663869
low,without_resource_awareness,avg_system_utility,0.714754,0.002727,50,0.713998,0.715510
low,without_resource_awareness,avg_social_utility,0.699791,0.008265,50,0.697500,0.702082
low,without_resource_awareness,avg_resource_utility,0.499420,0.000950,50,0.499157,0.499683
low,without_resource_awareness,avg_privacy_utility,0.655151,0.009287,50,0.652577,0.657725
low,without_resource_awareness,avg_incentive_utility,0.696529,0.006849,50,0.694631,0.698428
low,without_resource_awareness,energy_consumed,0.010664,0.000201,50,0.010608,0.010720
low,without_resource_awareness,bandwidth_consumed,0.034536,0.000696,50,0.034343,0.034729
low,without_resource_awareness,compute_consumed,0.046097,0.001048,50,0.045806,0.046387
low,without_resource_awareness,throughput_mbps,8.094400,0.243152,50,8.027002,8.161798
low,without_resource_awareness,packet_delivery_ratio,0.677820,0.019599,50,0.672388,0.683252
low,without_resource_awareness,e2e_delay_ms,75.925275,2.047075,50,75.357854,76.492695
low,without_resource_awareness,active_nodes,50.000000,0.000000,50,50.000000,50.000000
medium,without_resource_awareness,generated_tasks,4.005840,0.043153,50,3.993879,4.017801
medium,without_resource_awareness,completed_tasks,2.493080,0.066642,50,2.474608,2.511552
medium,without_resource_awareness,attempted_interactions,3.925160,0.054206,50,3.910135,3.940185
medium,without_resource_awareness,successful_cooperations,2.493080,0.066642,50,2.474608,2.511552
medium,without_resource_awareness,failed_interactions,1.432080,0.041939,50,1.420455,1.443705
medium,without_resource_awareness,blocked_privacy_interactions,0.080680,0.023136,50,0.074267,0.087093
medium,without_resource_awareness,cooperation_rate,0.634873,0.012547,50,0.631395,0.638350
medium,without_resource_awareness,task_completion_ratio,0.622363,0.013827,50,0.618531,0.626196
medium,without_resource_awareness,reliability_score,0.622363,0.013827,50,0.618531,0.626196
medium,without_resource_awareness,resource_efficiency,0.607126,0.013433,50,0.603402,0.610849
medium,without_resource_awareness,fairness_index,0.830433,0.014697,50,0.826359,0.834507
medium,without_resource_awareness,trust_stability_index,0.733707,0.007034,50,0.731757,0.735657
medium,without_resource_awareness,privacy_exposure_risk,0.428159,0.007426,50,0.426100,0.430217
medium,without_resource_awareness,candidate_privacy_risk,0.484349,0.005757,50,0.482753,0.485945
medium,without_resource_awareness,accepted_privacy_exposure,0.428159,0.007426,50,0.426100,0.430217
medium,without_resource_awareness,avg_trust,0.462739,0.008822,50,0.460294,0.465184
medium,without_resource_awareness,trust_variance,0.066573,0.001759,50,0.066086,0.067061
medium,without_resource_awareness,avg_preference,0.552764,0.006727,50,0.550899,0.554628
medium,without_resource_awareness,avg_reciprocity,0.523205,0.016571,50,0.518612,0.527799
medium,without_resource_awareness,avg_privacy_risk,0.418430,0.007152,50,0.416448,0.420412
medium,without_resource_awareness,avg_total_utility,0.639249,0.003355,50,0.638319,0.640180
medium,without_resource_awareness,avg_system_utility,0.685476,0.001655,50,0.685018,0.685935
medium,without_resource_awareness,avg_social_utility,0.692772,0.005842,50,0.691153,0.694392
medium,without_resource_awareness,avg_resource_utility,0.499980,0.000141,50,0.499941,0.500019
medium,without_resource_awareness,avg_privacy_utility,0.571801,0.007497,50,0.569723,0.573879
medium,without_resource_awareness,avg_incentive_utility,0.697558,0.004389,50,0.696342,0.698775
medium,without_resource_awareness,energy_consumed,0.032884,0.000535,50,0.032736,0.033033
medium,without_resource_awareness,bandwidth_consumed,0.120517,0.001899,50,0.119991,0.121044
medium,without_resource_awareness,compute_consumed,0.161019,0.002819,50,0.160238,0.161800
medium,without_resource_awareness,throughput_mbps,19.944640,0.533137,50,19.796862,20.092418
medium,without_resource_awareness,packet_delivery_ratio,0.634873,0.012547,50,0.631395,0.638350
medium,without_resource_awareness,e2e_delay_ms,93.510237,1.003921,50,93.231964,93.788510
medium,without_resource_awareness,active_nodes,50.000000,0.000000,50,50.000000,50.000000
extreme,without_social_graph_adaptation,generated_tasks,10.495560,0.054400,50,10.480481,10.510639
extreme,without_social_graph_adaptation,completed_tasks,6.055560,0.154467,50,6.012744,6.098376
extreme,without_social_graph_adaptation,attempted_interactions,9.352520,0.174281,50,9.304212,9.400828
extreme,without_social_graph_adaptation,successful_cooperations,6.055560,0.154467,50,6.012744,6.098376
extreme,without_social_graph_adaptation,failed_interactions,3.296960,0.086495,50,3.272985,3.320935
extreme,without_social_graph_adaptation,blocked_privacy_interactions,1.064360,0.164487,50,1.018767,1.109953
extreme,without_social_graph_adaptation,cooperation_rate,0.647145,0.008640,50,0.644750,0.649540
extreme,without_social_graph_adaptation,task_completion_ratio,0.576922,0.014497,50,0.572903,0.580940
extreme,without_social_graph_adaptation,reliability_score,0.581167,0.014530,50,0.577139,0.585195
extreme,without_social_graph_adaptation,resource_efficiency,0.556945,0.013762,50,0.553130,0.560759
extreme,without_social_graph_adaptation,fairness_index,0.924597,0.005827,50,0.922982,0.926212
extreme,without_social_graph_adaptation,trust_stability_index,0.692378,0.006624,50,0.690542,0.694214
extreme,without_social_graph_adaptation,privacy_exposure_risk,0.523246,0.006042,50,0.521571,0.524920
extreme,without_social_graph_adaptation,candidate_privacy_risk,0.583322,0.003540,50,0.582341,0.584303
extreme,without_social_graph_adaptation,accepted_privacy_exposure,0.523246,0.006042,50,0.521571,0.524920
extreme,without_social_graph_adaptation,avg_trust,0.444251,0.007407,50,0.442198,0.446304
extreme,without_social_graph_adaptation,trust_variance,0.076906,0.001656,50,0.076447,0.077365
extreme,without_social_graph_adaptation,avg_preference,0.563448,0.005464,50,0.561933,0.564962
extreme,without_social_graph_adaptation,avg_reciprocity,0.556870,0.014337,50,0.552896,0.560844
extreme,without_social_graph_adaptation,avg_privacy_risk,0.460606,0.011840,50,0.457324,0.463888
extreme,without_social_graph_adaptation,avg_total_utility,0.713564,0.002123,50,0.712975,0.714152
extreme,without_social_graph_adaptation,avg_system_utility,0.696233,0.001709,50,0.695760,0.696707
extreme,without_social_graph_adaptation,avg_social_utility,0.688430,0.004843,50,0.687087,0.689772
extreme,without_social_graph_adaptation,avg_resource_utility,0.977803,0.000113,50,0.977772,0.977834
extreme,without_social_graph_adaptation,avg_privacy_utility,0.476754,0.006042,50,0.475080,0.478429
extreme,without_social_graph_adaptation,avg_incentive_utility,0.748528,0.004177,50,0.747371,0.749686
extreme,without_social_graph_adaptation,energy_consumed,0.094303,0.001827,50,0.093796,0.094809
extreme,without_social_graph_adaptation,bandwidth_consumed,0.456035,0.009295,50,0.453459,0.458612
extreme,without_social_graph_adaptation,compute_consumed,0.608199,0.011586,50,0.604988,0.611410
extreme,without_social_graph_adaptation,throughput_mbps,48.444480,1.235738,50,48.101951,48.787009
extreme,without_social_graph_adaptation,packet_delivery_ratio,0.647145,0.008640,50,0.644750,0.649540
extreme,without_social_graph_adaptation,e2e_delay_ms,96.554277,0.422355,50,96.437206,96.671347
extreme,without_social_graph_adaptation,active_nodes,49.299400,0.157088,50,49.255857,49.342943
high,without_social_graph_adaptation,generated_tasks,7.002720,0.031900,50,6.993878,7.011562
high,without_social_graph_adaptation,completed_tasks,4.835080,0.095208,50,4.808690,4.861470
high,without_social_graph_adaptation,attempted_interactions,6.660480,0.079447,50,6.638459,6.682501
high,without_social_graph_adaptation,successful_cooperations,4.835080,0.095208,50,4.808690,4.861470
high,without_social_graph_adaptation,failed_interactions,1.825400,0.060810,50,1.808544,1.842256
high,without_social_graph_adaptation,blocked_privacy_interactions,0.342000,0.070869,50,0.322356,0.361644
high,without_social_graph_adaptation,cooperation_rate,0.725873,0.009377,50,0.723274,0.728473
high,without_social_graph_adaptation,task_completion_ratio,0.690376,0.012917,50,0.686795,0.693956
high,without_social_graph_adaptation,reliability_score,0.690399,0.012916,50,0.686819,0.693979
high,without_social_graph_adaptation,resource_efficiency,0.669703,0.012421,50,0.666260,0.673146
high,without_social_graph_adaptation,fairness_index,0.870829,0.013091,50,0.867201,0.874458
high,without_social_graph_adaptation,trust_stability_index,0.702606,0.005847,50,0.700986,0.704227
high,without_social_graph_adaptation,privacy_exposure_risk,0.469141,0.005767,50,0.467542,0.470740
high,without_social_graph_adaptation,candidate_privacy_risk,0.538887,0.005027,50,0.537493,0.540280
high,without_social_graph_adaptation,accepted_privacy_exposure,0.469141,0.005767,50,0.467542,0.470740
high,without_social_graph_adaptation,avg_trust,0.479727,0.007187,50,0.477735,0.481720
high,without_social_graph_adaptation,trust_variance,0.074348,0.001462,50,0.073943,0.074754
high,without_social_graph_adaptation,avg_preference,0.581166,0.005511,50,0.579638,0.582694
high,without_social_graph_adaptation,avg_reciprocity,0.599616,0.014473,50,0.595604,0.603627
high,without_social_graph_adaptation,avg_privacy_risk,0.442819,0.006623,50,0.440983,0.444655
high,without_social_graph_adaptation,avg_total_utility,0.754278,0.003233,50,0.753382,0.755175
high,without_social_graph_adaptation,avg_system_utility,0.749856,0.002178,50,0.749253,0.750460
high,without_social_graph_adaptation,avg_social_utility,0.731973,0.006028,50,0.730302,0.733643
high,without_social_graph_adaptation,avg_resource_utility,0.981816,0.000086,50,0.981792,0.981840
high,without_social_graph_adaptation,avg_privacy_utility,0.530859,0.005767,50,0.529260,0.532458
high,without_social_graph_adaptation,avg_incentive_utility,0.787271,0.004528,50,0.786016,0.788526
high,without_social_graph_adaptation,energy_consumed,0.061616,0.000737,50,0.061411,0.061820
high,without_social_graph_adaptation,bandwidth_consumed,0.261709,0.003406,50,0.260765,0.262653
high,without_social_graph_adaptation,compute_consumed,0.348971,0.004437,50,0.347741,0.350201
high,without_social_graph_adaptation,throughput_mbps,38.680640,0.761662,50,38.469518,38.891762
high,without_social_graph_adaptation,packet_delivery_ratio,0.725873,0.009377,50,0.723274,0.728473
high,without_social_graph_adaptation,e2e_delay_ms,96.532939,0.501871,50,96.393828,96.672051
high,without_social_graph_adaptation,active_nodes,49.998360,0.003718,50,49.997329,49.999391
low,without_social_graph_adaptation,generated_tasks,1.497040,0.020188,50,1.491444,1.502636
low,without_social_graph_adaptation,completed_tasks,1.227360,0.032695,50,1.218297,1.236423
low,without_social_graph_adaptation,attempted_interactions,1.496640,0.020225,50,1.491034,1.502246
low,without_social_graph_adaptation,successful_cooperations,1.227360,0.032695,50,1.218297,1.236423
low,without_social_graph_adaptation,failed_interactions,0.269280,0.025116,50,0.262318,0.276242
low,without_social_graph_adaptation,blocked_privacy_interactions,0.000400,0.000808,50,0.000176,0.000624
low,without_social_graph_adaptation,cooperation_rate,0.820180,0.018591,50,0.815027,0.825333
low,without_social_graph_adaptation,task_completion_ratio,0.820100,0.018613,50,0.814941,0.825259
low,without_social_graph_adaptation,reliability_score,0.820100,0.018613,50,0.814941,0.825259
low,without_social_graph_adaptation,resource_efficiency,0.804552,0.018249,50,0.799493,0.809610
low,without_social_graph_adaptation,fairness_index,0.748271,0.022986,50,0.741900,0.754643
low,without_social_graph_adaptation,trust_stability_index,0.795633,0.005428,50,0.794128,0.797137
low,without_social_graph_adaptation,privacy_exposure_risk,0.319507,0.005121,50,0.318088,0.320926
low,without_social_graph_adaptation,candidate_privacy_risk,0.374120,0.007165,50,0.372134,0.376106
low,without_social_graph_adaptation,accepted_privacy_exposure,0.319507,0.005121,50,0.318088,0.320926
low,without_social_graph_adaptation,avg_trust,0.575363,0.008552,50,0.572993,0.577734
low,without_social_graph_adaptation,trust_variance,0.051092,0.001357,50,0.050716,0.051468
low,without_social_graph_adaptation,avg_preference,0.611599,0.007377,50,0.609554,0.613644
low,without_social_graph_adaptation,avg_reciprocity,0.648421,0.018356,50,0.643333,0.653509
low,without_social_graph_adaptation,avg_privacy_risk,0.319468,0.005148,50,0.318041,0.320895
low,without_social_graph_adaptation,avg_total_utility,0.803464,0.003177,50,0.802584,0.804345
low,without_social_graph_adaptation,avg_system_utility,0.815630,0.001967,50,0.815085,0.816176
low,without_social_graph_adaptation,avg_social_utility,0.746858,0.006844,50,0.744961,0.748755
low,without_social_graph_adaptation,avg_resource_utility,0.988712,0.000558,50,0.988557,0.988866
low,without_social_graph_adaptation,avg_privacy_utility,0.680333,0.005121,50,0.678913,0.681753
low,without_social_graph_adaptation,avg_incentive_utility,0.796546,0.005926,50,0.794904,0.798189
low,without_social_graph_adaptation,energy_consumed,0.010683,0.000195,50,0.010629,0.010737
low,without_social_graph_adaptation,bandwidth_consumed,0.034469,0.000589,50,0.034306,0.034632
low,without_social_graph_adaptation,compute_consumed,0.046116,0.000932,50,0.045857,0.046374
low,without_social_graph_adaptation,throughput_mbps,9.818880,0.261561,50,9.746379,9.891381
low,without_social_graph_adaptation,packet_delivery_ratio,0.820180,0.018591,50,0.815027,0.825333
low,without_social_graph_adaptation,e2e_delay_ms,86.226943,1.804222,50,85.726838,86.727048
low,without_social_graph_adaptation,active_nodes,50.000000,0.000000,50,50.000000,50.000000
medium,without_social_graph_adaptation,generated_tasks,4.002120,0.036864,50,3.991902,4.012338
medium,without_social_graph_adaptation,completed_tasks,3.098880,0.051780,50,3.084527,3.113233
medium,without_social_graph_adaptation,attempted_interactions,3.971720,0.037714,50,3.961266,3.982174
medium,without_social_graph_adaptation,successful_cooperations,3.098880,0.051780,50,3.084527,3.113233
medium,without_social_graph_adaptation,failed_interactions,0.872840,0.044071,50,0.860624,0.885056
medium,without_social_graph_adaptation,blocked_privacy_interactions,0.030400,0.012115,50,0.027042,0.033758
medium,without_social_graph_adaptation,cooperation_rate,0.779915,0.011168,50,0.776819,0.783010
medium,without_social_graph_adaptation,task_completion_ratio,0.774053,0.011803,50,0.770781,0.777324
medium,without_social_graph_adaptation,reliability_score,0.774053,0.011803,50,0.770781,0.777324
medium,without_social_graph_adaptation,resource_efficiency,0.754895,0.011506,50,0.751706,0.758084
medium,without_social_graph_adaptation,fairness_index,0.829774,0.013399,50,0.826060,0.833488
medium,without_social_graph_adaptation,trust_stability_index,0.723012,0.005547,50,0.721474,0.724549
medium,without_social_graph_adaptation,privacy_exposure_risk,0.395281,0.007123,50,0.393306,0.397255
medium,without_social_graph_adaptation,candidate_privacy_risk,0.459631,0.007038,50,0.457680,0.461582
medium,without_social_graph_adaptation,accepted_privacy_exposure,0.395281,0.007123,50,0.393306,0.397255
medium,without_social_graph_adaptation,avg_trust,0.530076,0.008950,50,0.527595,0.532557
medium,without_social_graph_adaptation,trust_variance,0.069247,0.001387,50,0.068863,0.069631
medium,without_social_graph_adaptation,avg_preference,0.601724,0.007437,50,0.599662,0.603785
medium,without_social_graph_adaptation,avg_reciprocity,0.625140,0.017289,50,0.620347,0.629932
medium,without_social_graph_adaptation,avg_privacy_risk,0.391905,0.006852,50,0.390005,0.393804
medium,without_social_graph_adaptation,avg_total_utility,0.786505,0.003262,50,0.785601,0.787410
medium,without_social_graph_adaptation,avg_system_utility,0.787525,0.001622,50,0.787075,0.787974
medium,without_social_graph_adaptation,avg_social_utility,0.756676,0.006010,50,0.755010,0.758342
medium,without_social_graph_adaptation,avg_resource_utility,0.985451,0.000090,50,0.985426,0.985476
medium,without_social_graph_adaptation,avg_privacy_utility,0.604719,0.007123,50,0.602745,0.606694
medium,without_social_graph_adaptation,avg_incentive_utility,0.807421,0.004790,50,0.806093,0.808749
medium,without_social_graph_adaptation,energy_consumed,0.033362,0.000390,50,0.033254,0.033470
medium,without_social_graph_adaptation,bandwidth_consumed,0.122167,0.001602,50,0.121723,0.122611
medium,without_social_graph_adaptation,compute_consumed,0.163134,0.002223,50,0.162518,0.163750
medium,without_social_graph_adaptation,throughput_mbps,24.791040,0.414240,50,24.676219,24.905861
medium,without_social_graph_adaptation,packet_delivery_ratio,0.779915,0.011168,50,0.776819,0.783010
medium,without_social_graph_adaptation,e2e_delay_ms,96.040000,0.743743,50,95.833845,96.246155
medium,without_social_graph_adaptation,active_nodes,50.000000,0.000000,50,50.000000,50.000000
extreme,without_trust,generated_tasks,10.504600,0.047205,50,10.491516,10.517684
extreme,without_trust,completed_tasks,6.296200,0.095606,50,6.269699,6.322701
extreme,without_trust,attempted_interactions,9.951520,0.101876,50,9.923281,9.979759
extreme,without_trust,successful_cooperations,6.296200,0.095606,50,6.269699,6.322701
extreme,without_trust,failed_interactions,3.655320,0.069748,50,3.635987,3.674653
extreme,without_trust,blocked_privacy_interactions,0.504800,0.106422,50,0.475301,0.534299
extreme,without_trust,cooperation_rate,0.632833,0.006678,50,0.630982,0.634684
extreme,without_trust,task_completion_ratio,0.599567,0.008941,50,0.597089,0.602045
extreme,without_trust,reliability_score,0.602282,0.009132,50,0.599750,0.604813
extreme,without_trust,resource_efficiency,0.577717,0.008487,50,0.575364,0.580069
extreme,without_trust,fairness_index,0.932782,0.006206,50,0.931062,0.934502
extreme,without_trust,trust_stability_index,0.682531,0.005759,50,0.680935,0.684128
extreme,without_trust,privacy_exposure_risk,0.496956,0.004938,50,0.495587,0.498325
extreme,without_trust,candidate_privacy_risk,0.541148,0.005705,50,0.539567,0.542730
extreme,without_trust,accepted_privacy_exposure,0.496956,0.004938,50,0.495587,0.498325
extreme,without_trust,avg_trust,0.495436,0.007172,50,0.493448,0.497424
extreme,without_trust,trust_variance,0.079367,0.001440,50,0.078968,0.079766
extreme,without_trust,avg_preference,0.584184,0.005858,50,0.582560,0.585808
extreme,without_trust,avg_reciprocity,0.525410,0.012891,50,0.521837,0.528984
extreme,without_trust,avg_privacy_risk,0.468007,0.007662,50,0.465884,0.470131
extreme,without_trust,avg_total_utility,0.659063,0.001594,50,0.658621,0.659505
extreme,without_trust,avg_system_utility,0.683881,0.001515,50,0.683461,0.684301
extreme,without_trust,avg_social_utility,0.465224,0.003033,50,0.464384,0.466065
extreme,without_trust,avg_resource_utility,0.977778,0.000096,50,0.977751,0.977804
extreme,without_trust,avg_privacy_utility,0.503044,0.004938,50,0.501675,0.504413
extreme,without_trust,avg_incentive_utility,0.713457,0.003035,50,0.712615,0.714298
extreme,without_trust,energy_consumed,0.100311,0.001109,50,0.100003,0.100618
extreme,without_trust,bandwidth_consumed,0.485964,0.004954,50,0.484591,0.487337
extreme,without_trust,compute_consumed,0.647844,0.008530,50,0.645480,0.650208
extreme,without_trust,throughput_mbps,50.369600,0.764846,50,50.157596,50.581604
extreme,without_trust,packet_delivery_ratio,0.632833,0.006678,50,0.630982,0.634684
extreme,without_trust,e2e_delay_ms,96.540550,0.546318,50,96.389118,96.691981
extreme,without_trust,active_nodes,49.577480,0.102812,50,49.548982,49.605978
high,without_trust,generated_tasks,6.996560,0.036291,50,6.986501,7.006619
high,without_trust,completed_tasks,4.819760,0.062922,50,4.802319,4.837201
high,without_trust,attempted_interactions,6.854400,0.052385,50,6.839880,6.868920
high,without_trust,successful_cooperations,4.819760,0.062922,50,4.802319,4.837201
high,without_trust,failed_interactions,2.034640,0.048028,50,2.021327,2.047953
high,without_trust,blocked_privacy_interactions,0.142160,0.037373,50,0.131801,0.152519
high,without_trust,cooperation_rate,0.703316,0.007086,50,0.701352,0.705280
high,without_trust,task_completion_ratio,0.689096,0.008238,50,0.686812,0.691379
high,without_trust,reliability_score,0.689096,0.008238,50,0.686812,0.691379
high,without_trust,resource_efficiency,0.667992,0.007938,50,0.665791,0.670192
high,without_trust,fairness_index,0.890457,0.011253,50,0.887338,0.893576
high,without_trust,trust_stability_index,0.705175,0.005881,50,0.703545,0.706805
high,without_trust,privacy_exposure_risk,0.447276,0.005076,50,0.445869,0.448683
high,without_trust,candidate_privacy_risk,0.492247,0.007147,50,0.490266,0.494228
high,without_trust,accepted_privacy_exposure,0.447276,0.005076,50,0.445869,0.448683
high,without_trust,avg_trust,0.528576,0.009252,50,0.526011,0.531140
high,without_trust,trust_variance,0.073706,0.001470,50,0.073299,0.074114
high,without_trust,avg_preference,0.600658,0.007216,50,0.598658,0.602658
high,without_trust,avg_reciprocity,0.564606,0.016917,50,0.559917,0.569296
high,without_trust,avg_privacy_risk,0.436814,0.005258,50,0.435357,0.438272
high,without_trust,avg_total_utility,0.687774,0.001799,50,0.687275,0.688273
high,without_trust,avg_system_utility,0.734731,0.001419,50,0.734338,0.735124
high,without_trust,avg_social_utility,0.476307,0.003507,50,0.475335,0.477279
high,without_trust,avg_resource_utility,0.981839,0.000078,50,0.981817,0.981860
high,without_trust,avg_privacy_utility,0.552724,0.005076,50,0.551317,0.554131
high,without_trust,avg_incentive_utility,0.732453,0.002899,50,0.731650,0.733257
high,without_trust,energy_consumed,0.063310,0.000486,50,0.063175,0.063444
high,without_trust,bandwidth_consumed,0.268975,0.002457,50,0.268294,0.269656
high,without_trust,compute_consumed,0.358800,0.003683,50,0.357779,0.359821
high,without_trust,throughput_mbps,38.558080,0.503373,50,38.418552,38.697608
high,without_trust,packet_delivery_ratio,0.703316,0.007086,50,0.701352,0.705280
high,without_trust,e2e_delay_ms,96.117260,0.602839,50,95.950162,96.284359
high,without_trust,active_nodes,49.999800,0.001161,50,49.999478,50.000122
low,without_trust,generated_tasks,1.496920,0.019580,50,1.491493,1.502347
low,without_trust,completed_tasks,1.177280,0.029504,50,1.169102,1.185458
low,without_trust,attempted_interactions,1.496840,0.019509,50,1.491432,1.502248
low,without_trust,successful_cooperations,1.177280,0.029504,50,1.169102,1.185458
low,without_trust,failed_interactions,0.319560,0.022309,50,0.313376,0.325744
low,without_trust,blocked_privacy_interactions,0.000080,0.000396,50,-0.000030,0.000190
low,without_trust,cooperation_rate,0.786900,0.017087,50,0.782164,0.791636
low,without_trust,task_completion_ratio,0.786880,0.017097,50,0.782141,0.791619
low,without_trust,reliability_score,0.786880,0.017097,50,0.782141,0.791619
low,without_trust,resource_efficiency,0.771957,0.016747,50,0.767315,0.776599
low,without_trust,fairness_index,0.786300,0.026437,50,0.778972,0.793628
low,without_trust,trust_stability_index,0.801996,0.005915,50,0.800356,0.803635
low,without_trust,privacy_exposure_risk,0.326387,0.006019,50,0.324719,0.328056
low,without_trust,candidate_privacy_risk,0.359186,0.008989,50,0.356695,0.361678
low,without_trust,accepted_privacy_exposure,0.326387,0.006019,50,0.324719,0.328056
low,without_trust,avg_trust,0.576082,0.009023,50,0.573581,0.578583
low,without_trust,trust_variance,0.049501,0.001479,50,0.049091,0.049911
low,without_trust,avg_preference,0.609475,0.007183,50,0.607484,0.611466
low,without_trust,avg_reciprocity,0.624927,0.016305,50,0.620407,0.629446
low,without_trust,avg_privacy_risk,0.326382,0.006013,50,0.324715,0.328049
low,without_trust,avg_total_utility,0.722635,0.001816,50,0.722132,0.723139
low,without_trust,avg_system_utility,0.792943,0.001319,50,0.792578,0.793309
low,without_trust,avg_social_utility,0.469542,0.003493,50,0.468574,0.470510
low,without_trust,avg_resource_utility,0.988827,0.000283,50,0.988748,0.988905
low,without_trust,avg_privacy_utility,0.673573,0.006084,50,0.671886,0.675259
low,without_trust,avg_incentive_utility,0.725783,0.003236,50,0.724886,0.726680
low,without_trust,energy_consumed,0.010683,0.000181,50,0.010633,0.010733
low,without_trust,bandwidth_consumed,0.034517,0.000574,50,0.034358,0.034676
low,without_trust,compute_consumed,0.046149,0.000905,50,0.045898,0.046400
low,without_trust,throughput_mbps,9.418240,0.236033,50,9.352815,9.483665
low,without_trust,packet_delivery_ratio,0.786900,0.017087,50,0.782164,0.791636
low,without_trust,e2e_delay_ms,83.832452,1.819889,50,83.328005,84.336899
low,without_trust,active_nodes,50.000000,0.000000,50,50.000000,50.000000
medium,without_trust,generated_tasks,4.004880,0.038754,50,3.994138,4.015622
medium,without_trust,completed_tasks,2.986600,0.044837,50,2.974172,2.999028
