parameter,symbol,group,equation,default,perturbation,value_applied,clipped,simplex_renormalised,cooperation_rate_baseline,cooperation_rate_delta,cooperation_rate_ci_low,cooperation_rate_ci_high,cooperation_rate_n_pairs,cooperation_rate_cohens_dz,cooperation_rate_p_raw,cooperation_rate_significant,task_completion_ratio_baseline,task_completion_ratio_delta,task_completion_ratio_ci_low,task_completion_ratio_ci_high,task_completion_ratio_n_pairs,task_completion_ratio_cohens_dz,task_completion_ratio_p_raw,task_completion_ratio_significant,avg_total_utility_baseline,avg_total_utility_delta,avg_total_utility_ci_low,avg_total_utility_ci_high,avg_total_utility_n_pairs,avg_total_utility_cohens_dz,avg_total_utility_p_raw,avg_total_utility_significant,cooperation_rate_p_holm,cooperation_rate_q_bh,cooperation_rate_holm_significant,cooperation_rate_bh_significant,task_completion_ratio_p_holm,task_completion_ratio_q_bh,task_completion_ratio_holm_significant,task_completion_ratio_bh_significant,avg_total_utility_p_holm,avg_total_utility_q_bh,avg_total_utility_holm_significant,avg_total_utility_bh_significant
utility_eta_resource,eta_res,utility_terms,Eq. 44,0.500000,-25%,0.375000,False,fairness_utility,0.726834,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.692032,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.755170,0.000000,0.000000,0.000000,20,0.0,1.0,False,1.0,1.0,False,False,1.0,1.0,False,False,1.0,1.0,False,False
utility_eta_resource,eta_res,utility_terms,Eq. 44,0.500000,+25%,0.625000,False,fairness_utility,0.726834,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.692032,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.755170,0.000000,0.000000,0.000000,20,0.0,1.0,False,1.0,1.0,False,False,1.0,1.0,False,False,1.0,1.0,False,False
utility_eta_resource,eta_res,utility_terms,Eq. 44,0.500000,+50%,0.750000,False,fairness_utility,0.726834,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.692032,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.755170,0.000000,0.000000,0.000000,20,0.0,1.0,False,1.0,1.0,False,False,1.0,1.0,False,False,1.0,1.0,False,False
utility_eta_load,eta_L,utility_terms,Eq. 44,0.500000,-50%,0.250000,False,fairness_utility,0.726834,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.692032,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.755170,0.000000,0.000000,0.000000,20,0.0,1.0,False,1.0,1.0,False,False,1.0,1.0,False,False,1.0,1.0,False,False
utility_eta_load,eta_L,utility_terms,Eq. 44,0.500000,-25%,0.375000,False,fairness_utility,0.726834,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.692032,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.755170,0.000000,0.000000,0.000000,20,0.0,1.0,False,1.0,1.0,False,False,1.0,1.0,False,False,1.0,1.0,False,False
utility_eta_load,eta_L,utility_terms,Eq. 44,0.500000,+25%,0.625000,False,fairness_utility,0.726834,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.692032,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.755170,0.000000,0.000000,0.000000,20,0.0,1.0,False,1.0,1.0,False,False,1.0,1.0,False,False,1.0,1.0,False,False
utility_eta_load,eta_L,utility_terms,Eq. 44,0.500000,+50%,0.750000,False,fairness_utility,0.726834,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.692032,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.755170,0.000000,0.000000,0.000000,20,0.0,1.0,False,1.0,1.0,False,False,1.0,1.0,False,False,1.0,1.0,False,False
utility_zeta_coop,zeta_c,utility_terms,Eq. 45,0.400000,-50%,0.200000,False,incentive_utility,0.726834,-0.000898,-0.005318,0.003522,20,-0.09510901480971555,0.6753671513467748,False,0.692032,-0.005509,-0.011975,0.000957,20,-0.3987159249300669,0.09055248600801188,False,0.755170,-0.005612,-0.006674,-0.004549,20,-2.4714087717018463,1.0257895152977602e-09,True,1.0,1.0,False,False,1.0,0.24193001807689174,False,False,1.651521119629394e-07,3.761228222758454e-09,True,True
utility_zeta_coop,zeta_c,utility_terms,Eq. 45,0.400000,-25%,0.300000,False,incentive_utility,0.726834,-0.002664,-0.007508,0.002180,20,-0.25739090915129753,0.26397695075576505,False,0.692032,-0.005459,-0.010913,-0.000005,20,-0.46842829678141695,0.049817248590099936,True,0.755170,-0.003847,-0.004849,-0.002844,20,-1.7952167440280355,1.5898021155628392e-07,True,1.0,0.6525272940030148,False,False,1.0,0.14233499597171412,False,False,2.4164992156555156e-05,5.068934281504705e-07,True,True
utility_zeta_coop,zeta_c,utility_terms,Eq. 45,0.400000,+25%,0.500000,False,incentive_utility,0.726834,0.001675,-0.004005,0.007355,20,0.13802057280797372,0.544398970577834,False,0.692032,0.005015,-0.001635,0.011664,20,0.3529618904550479,0.13095661930392843,False,0.755170,0.002098,0.000513,0.003684,20,0.6193563619087801,0.012198127924922525,True,1.0,0.8937893546800261,False,False,1.0,0.3064942153921729,False,False,1.0,0.02164183986679803,False,True
utility_zeta_coop,zeta_c,utility_terms,Eq. 45,0.400000,+50%,0.600000,False,incentive_utility,0.726834,0.000472,-0.005352,0.006297,20,0.03794629618218442,0.8670391168534425,False,0.692032,0.006244,-0.001277,0.013765,20,0.3885362304070214,0.09846641288806708,False,0.755170,0.004294,0.002855,0.005732,20,1.3971389216347117,5.322637994362166e-06,True,1.0,1.0,False,False,1.0,0.2518908236671483,False,False,0.0007611372331937897,1.5012568702047136e-05,True,True
utility_zeta_efficiency,zeta_e,utility_terms,Eq. 45,0.300000,-50%,0.150000,False,incentive_utility,0.726834,-0.001084,-0.006082,0.003913,20,-0.10154155018773851,0.654896113039992,False,0.692032,0.002448,-0.004187,0.009083,20,0.17264623160216766,0.4495544466997808,False,0.755170,-0.001990,-0.003532,-0.000449,20,-0.6042220470175891,0.014123216255522278,True,1.0,1.0,False,False,1.0,0.7503594019222258,False,False,1.0,0.024659583938213502,False,True
utility_zeta_efficiency,zeta_e,utility_terms,Eq. 45,0.300000,-25%,0.225000,False,incentive_utility,0.726834,-0.002525,-0.007184,0.002133,20,-0.2537363537472793,0.2705963318255088,False,0.692032,-0.000735,-0.005873,0.004404,20,-0.0669020961121795,0.7680391799008464,False,0.755170,-0.001761,-0.002952,-0.000569,20,-0.6916737059771509,0.0059843476930443425,True,1.0,0.653424983722907,False,False,1.0,0.9828960492537293,False,False,0.6044191169974786,0.010971304103914626,False,True
utility_zeta_efficiency,zeta_e,utility_terms,Eq. 45,0.300000,+25%,0.375000,False,incentive_utility,0.726834,0.000470,-0.004120,0.005060,20,0.04791991206010852,0.8325929089557154,False,0.692032,-0.000759,-0.005820,0.004302,20,-0.07018046374878675,0.7570497881237841,False,0.755170,0.000059,-0.001240,0.001358,20,0.021258435409290174,0.9252542567275741,False,1.0,1.0,False,False,1.0,0.9828960492537293,False,False,1.0,1.0,False,False
utility_zeta_efficiency,zeta_e,utility_terms,Eq. 45,0.300000,+50%,0.450000,False,incentive_utility,0.726834,-0.001518,-0.006392,0.003357,20,-0.14569972268845843,0.5224705835422254,False,0.692032,-0.001818,-0.008518,0.004881,20,-0.12703981991627847,0.5765938069298967,False,0.755170,0.000656,-0.000794,0.002107,20,0.21172079105186273,0.3556057371007651,False,1.0,0.8910351037154232,False,False,1.0,0.8629295069699134,False,False,1.0,0.4712847118202911,False,False
utility_zeta_trust,zeta_T,utility_terms,Eq. 45,0.300000,-50%,0.150000,False,incentive_utility,0.726834,0.001905,-0.003010,0.006821,20,0.18141929576877774,0.4272226051136653,False,0.692032,0.006697,0.000552,0.012842,20,0.510071138510524,0.03425143325204637,True,0.755170,0.004693,0.003308,0.006077,20,1.5864779444093662,9.501527011920004e-07,True,1.0,0.8291287696245518,False,False,1.0,0.10920746833985798,False,False,0.00013967244707522406,2.8247783008410826e-06,True,True
utility_zeta_trust,zeta_T,utility_terms,Eq. 45,0.300000,-25%,0.225000,False,incentive_utility,0.726834,0.002076,-0.002094,0.006247,20,0.23302086363088398,0.3104441222670066,False,0.692032,0.005592,0.000286,0.010898,20,0.49319779104940525,0.03992369638786431,True,0.755170,0.002958,0.001896,0.004020,20,1.3031757881697295,1.2960525117612553e-05,True,1.0,0.7114344468618902,False,False,1.0,0.12031798911411164,False,False,0.00182743404158337,3.5641444073434525e-05,True,True
utility_zeta_trust,zeta_T,utility_terms,Eq. 45,0.300000,+25%,0.375000,False,incentive_utility,0.726834,0.002253,-0.001419,0.005926,20,0.2871330036321955,0.21454595394101997,False,0.692032,0.001482,-0.004577,0.007541,20,0.11448531566389682,0.6145550753512851,False,0.755170,-0.003220,-0.004574,-0.001866,20,-1.1133303384594468,8.332458062414434e-05,True,1.0,0.5597215759995624,False,False,1.0,0.9027743985742719,False,False,0.010998844642387052,0.00020557034196801909,True,True
utility_zeta_trust,zeta_T,utility_terms,Eq. 45,0.300000,+50%,0.450000,False,incentive_utility,0.726834,0.001813,-0.002970,0.006595,20,0.17739568705757844,0.43737693778628645,False,0.692032,-0.000317,-0.004866,0.004231,20,-0.0326447346931358,0.8854657231621588,False,0.755170,-0.005018,-0.006275,-0.003760,20,-1.8671434182762403,8.819552358106364e-08,True,1.0,0.8367210983737654,False,False,1.0,1.0,False,False,1.3493915107902737e-05,2.853384586446177e-07,True,True
nitti_empty_kij_fallback,O_ind^0,external_baseline,Nitti Eq. 6,0.500000,-50%,0.250000,False,,0.726834,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.692032,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.755170,0.000000,0.000000,0.000000,20,0.0,1.0,False,1.0,1.0,False,False,1.0,1.0,False,False,1.0,1.0,False,False
nitti_empty_kij_fallback,O_ind^0,external_baseline,Nitti Eq. 6,0.500000,-25%,0.375000,False,,0.726834,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.692032,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.755170,0.000000,0.000000,0.000000,20,0.0,1.0,False,1.0,1.0,False,False,1.0,1.0,False,False,1.0,1.0,False,False
nitti_empty_kij_fallback,O_ind^0,external_baseline,Nitti Eq. 6,0.500000,+25%,0.625000,False,,0.726834,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.692032,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.755170,0.000000,0.000000,0.000000,20,0.0,1.0,False,1.0,1.0,False,False,1.0,1.0,False,False,1.0,1.0,False,False
nitti_empty_kij_fallback,O_ind^0,external_baseline,Nitti Eq. 6,0.500000,+50%,0.750000,False,,0.726834,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.692032,0.000000,0.000000,0.000000,20,0.0,1.0,False,0.755170,0.000000,0.000000,0.000000,20,0.0,1.0,False,1.0,1.0,False,False,1.0,1.0,False,False,1.0,1.0,False,False
