load_level,baseline_name,metric,mean,std,count,ci95_low,ci95_high
extreme,game_theoretic_social,generated_tasks,10.509480,0.051100,100,10.499464,10.519496
extreme,game_theoretic_social,completed_tasks,6.611540,0.091061,100,6.593692,6.629388
extreme,game_theoretic_social,attempted_interactions,10.424940,0.050926,100,10.414958,10.434922
extreme,game_theoretic_social,successful_cooperations,6.611540,0.091061,100,6.593692,6.629388
extreme,game_theoretic_social,failed_interactions,3.813400,0.089376,100,3.795882,3.830918
extreme,game_theoretic_social,blocked_privacy_interactions,0.000000,0.000000,100,0.000000,0.000000
extreme,game_theoretic_social,cooperation_rate,0.634211,0.008359,100,0.632573,0.635850
extreme,game_theoretic_social,task_completion_ratio,0.629192,0.008292,100,0.627567,0.630818
extreme,game_theoretic_social,reliability_score,0.634211,0.008359,100,0.632573,0.635850
extreme,game_theoretic_social,resource_efficiency,0.605340,0.007981,100,0.603776,0.606905
extreme,game_theoretic_social,fairness_index,0.929049,0.005728,100,0.927926,0.930172
extreme,game_theoretic_social,trust_stability_index,0.700370,0.007823,100,0.698836,0.701903
extreme,game_theoretic_social,privacy_exposure_risk,0.549592,0.006169,100,0.548383,0.550802
extreme,game_theoretic_social,candidate_privacy_risk,0.575102,0.004903,100,0.574141,0.576063
extreme,game_theoretic_social,accepted_privacy_exposure,0.549592,0.006169,100,0.548383,0.550802
extreme,game_theoretic_social,avg_trust,0.437923,0.007934,100,0.436368,0.439478
extreme,game_theoretic_social,trust_variance,0.074908,0.001956,100,0.074524,0.075291
extreme,game_theoretic_social,avg_preference,0.556135,0.006677,100,0.554827,0.557444
extreme,game_theoretic_social,avg_reciprocity,0.522900,0.015676,100,0.519827,0.525972
extreme,game_theoretic_social,avg_privacy_risk,0.544847,0.006353,100,0.543601,0.546092
extreme,game_theoretic_social,avg_total_utility,0.580968,0.004662,100,0.580055,0.581882
extreme,game_theoretic_social,avg_system_utility,0.686230,0.001833,100,0.685870,0.686589
extreme,game_theoretic_social,avg_social_utility,0.696407,0.005683,100,0.695293,0.697520
extreme,game_theoretic_social,avg_resource_utility,0.977781,0.000091,100,0.977763,0.977799
extreme,game_theoretic_social,avg_privacy_utility,0.450408,0.006169,100,0.449198,0.451617
extreme,game_theoretic_social,avg_incentive_utility,0.751041,0.003914,100,0.750274,0.751808
extreme,game_theoretic_social,energy_consumed,0.105182,0.000669,100,0.105051,0.105314
extreme,game_theoretic_social,bandwidth_consumed,0.508863,0.003948,100,0.508090,0.509637
extreme,game_theoretic_social,compute_consumed,0.678632,0.004813,100,0.677688,0.679575
extreme,game_theoretic_social,throughput_mbps,52.892320,0.728492,100,52.749536,53.035104
extreme,game_theoretic_social,packet_delivery_ratio,0.634211,0.008359,100,0.632573,0.635850
extreme,game_theoretic_social,e2e_delay_ms,95.396845,0.474606,100,95.303823,95.489868
extreme,game_theoretic_social,active_nodes,49.257160,0.140172,100,49.229686,49.284634
high,game_theoretic_social,generated_tasks,7.000700,0.035348,100,6.993772,7.007628
high,game_theoretic_social,completed_tasks,4.980320,0.063906,100,4.967794,4.992846
high,game_theoretic_social,attempted_interactions,7.000540,0.035424,100,6.993597,7.007483
high,game_theoretic_social,successful_cooperations,4.980320,0.063906,100,4.967794,4.992846
high,game_theoretic_social,failed_interactions,2.020220,0.066097,100,2.007265,2.033175
high,game_theoretic_social,blocked_privacy_interactions,0.000000,0.000000,100,0.000000,0.000000
high,game_theoretic_social,cooperation_rate,0.711402,0.008997,100,0.709639,0.713166
high,game_theoretic_social,task_completion_ratio,0.711384,0.009000,100,0.709620,0.713148
high,game_theoretic_social,reliability_score,0.711402,0.008997,100,0.709639,0.713166
high,game_theoretic_social,resource_efficiency,0.689225,0.008720,100,0.687516,0.690934
high,game_theoretic_social,fairness_index,0.880346,0.013470,100,0.877706,0.882986
high,game_theoretic_social,trust_stability_index,0.706674,0.006892,100,0.705323,0.708025
high,game_theoretic_social,privacy_exposure_risk,0.487247,0.006579,100,0.485957,0.488536
high,game_theoretic_social,candidate_privacy_risk,0.530869,0.005105,100,0.529868,0.531869
high,game_theoretic_social,accepted_privacy_exposure,0.487247,0.006579,100,0.485957,0.488536
high,game_theoretic_social,avg_trust,0.472872,0.009237,100,0.471061,0.474682
high,game_theoretic_social,trust_variance,0.073332,0.001723,100,0.072994,0.073669
high,game_theoretic_social,avg_preference,0.573568,0.007283,100,0.572141,0.574996
high,game_theoretic_social,avg_reciprocity,0.562266,0.018474,100,0.558645,0.565887
high,game_theoretic_social,avg_privacy_risk,0.487233,0.006582,100,0.485943,0.488523
high,game_theoretic_social,avg_total_utility,0.630866,0.005123,100,0.629862,0.631870
high,game_theoretic_social,avg_system_utility,0.741137,0.001868,100,0.740771,0.741503
high,game_theoretic_social,avg_social_utility,0.742296,0.006335,100,0.741054,0.743537
high,game_theoretic_social,avg_resource_utility,0.981836,0.000085,100,0.981819,0.981853
high,game_theoretic_social,avg_privacy_utility,0.512753,0.006579,100,0.511464,0.514043
high,game_theoretic_social,avg_incentive_utility,0.788549,0.004266,100,0.787712,0.789385
high,game_theoretic_social,energy_consumed,0.064790,0.000493,100,0.064693,0.064887
high,game_theoretic_social,bandwidth_consumed,0.274826,0.002326,100,0.274370,0.275282
high,game_theoretic_social,compute_consumed,0.366224,0.003466,100,0.365545,0.366903
high,game_theoretic_social,throughput_mbps,39.842560,0.511251,100,39.742355,39.942765
high,game_theoretic_social,packet_delivery_ratio,0.711402,0.008997,100,0.709639,0.713166
high,game_theoretic_social,e2e_delay_ms,95.123855,0.596546,100,95.006932,95.240778
high,game_theoretic_social,active_nodes,49.998800,0.002814,100,49.998248,49.999352
low,game_theoretic_social,generated_tasks,1.496600,0.019487,100,1.492780,1.500420
low,game_theoretic_social,completed_tasks,1.183820,0.030179,100,1.177905,1.189735
low,game_theoretic_social,attempted_interactions,1.496600,0.019487,100,1.492780,1.500420
low,game_theoretic_social,successful_cooperations,1.183820,0.030179,100,1.177905,1.189735
low,game_theoretic_social,failed_interactions,0.312780,0.024367,100,0.308004,0.317556
low,game_theoretic_social,blocked_privacy_interactions,0.000000,0.000000,100,0.000000,0.000000
low,game_theoretic_social,cooperation_rate,0.791630,0.017494,100,0.788201,0.795059
low,game_theoretic_social,task_completion_ratio,0.791630,0.017494,100,0.788201,0.795059
low,game_theoretic_social,reliability_score,0.791630,0.017494,100,0.788201,0.795059
low,game_theoretic_social,resource_efficiency,0.776620,0.017171,100,0.773254,0.779986
low,game_theoretic_social,fairness_index,0.752497,0.023525,100,0.747886,0.757108
low,game_theoretic_social,trust_stability_index,0.791126,0.005635,100,0.790022,0.792231
low,game_theoretic_social,privacy_exposure_risk,0.327836,0.006695,100,0.326524,0.329148
low,game_theoretic_social,candidate_privacy_risk,0.373845,0.008768,100,0.372127,0.375564
low,game_theoretic_social,accepted_privacy_exposure,0.327836,0.006695,100,0.326524,0.329148
low,game_theoretic_social,avg_trust,0.563102,0.009700,100,0.561201,0.565003
low,game_theoretic_social,trust_variance,0.052218,0.001409,100,0.051942,0.052495
low,game_theoretic_social,avg_preference,0.602369,0.008033,100,0.600794,0.603943
low,game_theoretic_social,avg_reciprocity,0.620847,0.019351,100,0.617054,0.624640
low,game_theoretic_social,avg_privacy_risk,0.327836,0.006695,100,0.326524,0.329148
low,game_theoretic_social,avg_total_utility,0.650946,0.005988,100,0.649772,0.652119
low,game_theoretic_social,avg_system_utility,0.797488,0.002060,100,0.797084,0.797892
low,game_theoretic_social,avg_social_utility,0.746576,0.007254,100,0.745154,0.747998
low,game_theoretic_social,avg_resource_utility,0.988874,0.000105,100,0.988853,0.988894
low,game_theoretic_social,avg_privacy_utility,0.672164,0.006695,100,0.670852,0.673476
low,game_theoretic_social,avg_incentive_utility,0.789481,0.005520,100,0.788399,0.790563
low,game_theoretic_social,energy_consumed,0.010686,0.000169,100,0.010652,0.010719
low,game_theoretic_social,bandwidth_consumed,0.034505,0.000631,100,0.034382,0.034629
low,game_theoretic_social,compute_consumed,0.046067,0.000913,100,0.045888,0.046246
low,game_theoretic_social,throughput_mbps,9.470560,0.241435,100,9.423239,9.517881
low,game_theoretic_social,packet_delivery_ratio,0.791630,0.017494,100,0.788201,0.795059
low,game_theoretic_social,e2e_delay_ms,82.289853,1.623004,100,81.971744,82.607962
low,game_theoretic_social,active_nodes,50.000000,0.000000,100,50.000000,50.000000
medium,game_theoretic_social,generated_tasks,4.004780,0.039396,100,3.997058,4.012502
medium,game_theoretic_social,completed_tasks,3.039320,0.059043,100,3.027748,3.050892
medium,game_theoretic_social,attempted_interactions,4.004780,0.039396,100,3.997058,4.012502
medium,game_theoretic_social,successful_cooperations,3.039320,0.059043,100,3.027748,3.050892
medium,game_theoretic_social,failed_interactions,0.965460,0.044868,100,0.956666,0.974254
medium,game_theoretic_social,blocked_privacy_interactions,0.000000,0.000000,100,0.000000,0.000000
medium,game_theoretic_social,cooperation_rate,0.758992,0.011693,100,0.756701,0.761284
medium,game_theoretic_social,task_completion_ratio,0.758992,0.011693,100,0.756701,0.761284
medium,game_theoretic_social,reliability_score,0.758992,0.011693,100,0.756701,0.761284
medium,game_theoretic_social,resource_efficiency,0.740126,0.011379,100,0.737896,0.742357
medium,game_theoretic_social,fairness_index,0.840464,0.016426,100,0.837245,0.843684
medium,game_theoretic_social,trust_stability_index,0.721598,0.005459,100,0.720528,0.722667
medium,game_theoretic_social,privacy_exposure_risk,0.404853,0.006829,100,0.403515,0.406191
medium,game_theoretic_social,candidate_privacy_risk,0.452610,0.007359,100,0.451167,0.454052
medium,game_theoretic_social,accepted_privacy_exposure,0.404853,0.006829,100,0.403515,0.406191
medium,game_theoretic_social,avg_trust,0.521197,0.009527,100,0.519330,0.523065
